127.0.0.1 - - [09/Nov/2022:10:11:36 +0900] "GET / HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:26 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1522
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:26 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 200 458434
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:45 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1522
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:45 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:49 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:49 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:49 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:55 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:55 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:21:55 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:07 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1516
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:08 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:08 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:17 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:18 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:19 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:20 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:23 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:23 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:23 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 206 327362
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:23 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:56 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1516
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:57 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:22:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:23:48 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:23:48 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 200 6330
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:23:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:30:40 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1469
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:30:40 +0900] "GET /a04_cssBasic/media/spongebob.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:30:40 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:30:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:02 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1486
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:02 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:18 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1488
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:41 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 200 1466
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:41 +0900] "GET /a04_cssBasic/media/totoro.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:47 +0900] "GET /a04_cssBasic/a21_box_shadow.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:14:31:47 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:19:03 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3130
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:19:03 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:20:07 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3153
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:20:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:20:34 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3152
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:20:34 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:07 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3554
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:09 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:29 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3547
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:29 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:56 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3548
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:23:56 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:29:50 +0900] "GET /a05_cssHigh/a01_display.html HTTP/1.1" 200 3547
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:29:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:34:07 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 537
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:34:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:38:24 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:38:24 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:38:50 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:38:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:28 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:35 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:55 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:39:55 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:40:45 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:40:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:41:10 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 914
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:41:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:49:36 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 917
0:0:0:0:0:0:0:1 - - [09/Nov/2022:15:49:36 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:06:52 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 1401
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:06:53 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:08:38 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:08:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:11:14 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:11:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:06 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:06 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:09 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:09 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:09 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:09 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:11 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:11 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:12 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 1915
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:12 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:30 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:30 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:59 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 1916
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:13:59 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:14:02 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:14:02 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:14:14 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 2009
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:14:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:32 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 2001
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:32 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:37 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 2058
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:37 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:47 +0900] "GET /a05_cssHigh/a02_display2.html HTTP/1.1" 200 2070
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:18:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:29:57 +0900] "GET /a05_cssHigh/a03_position.html HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:29:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:34:40 +0900] "GET /a05_cssHigh/a03_position.html HTTP/1.1" 200 1673
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:34:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:37:50 +0900] "GET /a05_cssHigh/a03_position.html HTTP/1.1" 200 1717
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:37:50 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:39:21 +0900] "GET /a05_cssHigh/a03_position.html HTTP/1.1" 200 1961
0:0:0:0:0:0:0:1 - - [09/Nov/2022:16:39:21 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:41:26 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 4941
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:41:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:42:06 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:42:06 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:43:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:43:49 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:45:47 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 4933
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:45:47 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:45:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:45:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:46:00 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:46:00 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:46:20 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 4921
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:46:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:47:09 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 4933
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:47:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:08 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 4997
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:08 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:12 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:12 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:27 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5030
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:48:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:25 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5297
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:25 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 200 5339
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:45 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5271
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:45 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:57 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5288
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:57:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:05 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:05 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:05 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:06 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:15 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5281
0:0:0:0:0:0:0:1 - - [09/Nov/2022:17:58:15 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:08:10 +0900] "GET /a04_cssBasic/a18_border_radius.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:08:10 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:09:57 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5563
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:09:57 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:09:57 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:09 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:09 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:16 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5566
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:16 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:27 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:28 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:33 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5565
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:33 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:42 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5565
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:42 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:48 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:10:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:00 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5576
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:00 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:07 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:35 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:49 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 5565
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:11:49 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
